delivery_id,order_id,delivery_status,delivery_time,rider_id
9506,9506,Delivered,18:44:00,260
9507,9507,Cancelled,,460
9508,9508,Delivered,22:24:00,49
9509,9509,Delivered,12:50:00,274
9510,9510,Delivered,10:05:00,304
9511,9511,Delayed,19:34:00,461
9512,9512,Delivered,22:28:00,469
9513,9513,Delivered,04:51:00,411
9514,9514,Delivered,12:39:00,93
9515,9515,Delayed,06:38:00,86
9516,9516,Delivered,15:20:00,284
9517,9517,Cancelled,,268
9518,9518,Delivered,13:36:00,216
9519,9519,Delivered,04:44:00,198
9520,9520,Delivered,05:26:00,392
9521,9521,Delivered,14:13:00,103
9522,9522,Delivered,21:39:00,146
9523,9523,Delivered,23:26:00,473
9524,9524,Delayed,22:57:00,344
9525,9525,Cancelled,,481
9526,9526,Delivered,14:23:00,38
9527,9527,Delayed,07:50:00,93
9528,9528,Delivered,23:21:00,394
9529,9529,Delivered,06:45:00,40
9530,9530,Delivered,18:39:00,51
9531,9531,Delivered,00:34:00,388
9532,9532,Delivered,09:50:00,353
9533,9533,Delivered,02:33:00,37
9534,9534,Delayed,23:48:00,482
9535,9535,Delivered,05:00:00,452
9536,9536,Delivered,04:34:00,385
9537,9537,Delivered,16:04:00,92
9538,9538,Delivered,11:30:00,136
9539,9539,Delivered,22:00:00,230
9540,9540,Delivered,06:07:00,224
9541,9541,Delivered,21:50:00,160
9542,9542,Delivered,16:51:00,488
9543,9543,Delivered,08:04:00,33
9544,9544,Delivered,17:41:00,434
9545,9545,Delivered,02:21:00,247
9546,9546,Delivered,03:48:00,325
9547,9547,Delivered,05:10:00,341
9548,9548,Delayed,02:21:00,285
9549,9549,Delivered,00:16:00,459
9550,9550,Delivered,13:37:00,88
9551,9551,Delivered,10:00:00,421
9552,9552,Delivered,19:30:00,130
9553,9553,Delivered,01:21:00,410
9554,9554,Delivered,16:36:00,364
9555,9555,Delivered,07:25:00,389
9556,9556,Delivered,16:15:00,181
9557,9557,Delivered,05:31:00,489
9558,9558,Delivered,21:01:00,357
9559,9559,Cancelled,,167
9560,9560,Delivered,11:54:00,364
9561,9561,Delivered,00:50:00,245
9562,9562,Delivered,14:59:00,40
9563,9563,Delivered,21:43:00,166
9564,9564,Delivered,03:45:00,17
9565,9565,Delayed,14:18:00,318
9566,9566,Delivered,01:46:00,6
9567,9567,Delivered,07:22:00,423
9568,9568,Cancelled,,89
9569,9569,Delivered,22:40:00,164
9570,9570,Delivered,10:35:00,182
9571,9571,Delivered,22:00:00,16
9572,9572,Delayed,03:24:00,497
9573,9573,Delayed,22:03:00,380
9574,9574,Delivered,10:00:00,426
9575,9575,Delivered,04:38:00,120
9576,9576,Delayed,02:01:00,317
9577,9577,Delayed,10:00:00,144
9578,9578,Delivered,09:50:00,104
9579,9579,Delivered,02:51:00,391
9580,9580,Delivered,18:27:00,418
9581,9581,Delivered,12:10:00,353
9582,9582,Delivered,07:06:00,199
9583,9583,Delivered,23:08:00,331
9584,9584,Cancelled,,200
9585,9585,Delivered,22:00:00,107
9586,9586,Delivered,09:38:00,249
9587,9587,Delayed,11:55:00,375
9588,9588,Cancelled,,453
9589,9589,Delivered,06:06:00,124
9590,9590,Delivered,14:53:00,337
9591,9591,Delivered,02:15:00,20
9592,9592,Delivered,05:37:00,263
9593,9593,Delayed,23:54:00,199
9594,9594,Delivered,23:59:00,185
9595,9595,Cancelled,,385
9596,9596,Delivered,22:57:00,297
9597,9597,Delivered,09:58:00,27
9598,9598,Delivered,02:02:00,488
9599,9599,Delivered,20:46:00,274
9600,9600,Delivered,16:31:00,200
9601,9601,Delivered,01:43:00,366
9602,9602,Delivered,02:27:00,154
9603,9603,Delivered,21:08:00,180
9604,9604,Delivered,20:51:00,336
9605,9605,Delivered,10:40:00,464
9606,9606,Delivered,15:39:00,272
9607,9607,Delivered,08:17:00,357
9608,9608,Delivered,18:47:00,21
9609,9609,Delayed,07:31:00,311
9610,9610,Delivered,07:03:00,186
9611,9611,Cancelled,,82
9612,9612,Delivered,01:07:00,120
9613,9613,Delivered,21:14:00,390
9614,9614,Delayed,04:06:00,467
9615,9615,Delivered,07:47:00,53
9616,9616,Delayed,09:59:00,326
9617,9617,Delivered,15:41:00,250
9618,9618,Delivered,08:18:00,347
9619,9619,Delivered,08:24:00,57
9620,9620,Delivered,23:34:00,331
9621,9621,Delivered,13:20:00,395
9622,9622,Delivered,10:21:00,417
9623,9623,Delivered,12:40:00,271
9624,9624,Delivered,13:45:00,116
9625,9625,Delivered,08:52:00,43
9626,9626,Delivered,09:38:00,151
9627,9627,Delivered,10:11:00,452
9628,9628,Delivered,08:32:00,78
9629,9629,Delayed,00:14:00,309
9630,9630,Cancelled,,371
9631,9631,Delivered,11:33:00,135
9632,9632,Delivered,23:20:00,351
9633,9633,Delivered,03:30:00,463
9634,9634,Cancelled,,229
9635,9635,Delivered,09:48:00,388
9636,9636,Delivered,09:55:00,378
9637,9637,Delivered,19:59:00,411
9638,9638,Delivered,10:34:00,222
9639,9639,Delivered,06:25:00,328
9640,9640,Delivered,23:50:00,311
9641,9641,Delivered,09:56:00,380
9642,9642,Delivered,01:17:00,366
9643,9643,Delivered,22:27:00,53
9644,9644,Delivered,13:20:00,151
9645,9645,Delivered,04:14:00,436
9646,9646,Delivered,18:44:00,346
9647,9647,Delivered,21:44:00,98
9648,9648,Delayed,11:45:00,88
9649,9649,Delivered,17:16:00,69
9650,9650,Delivered,11:34:00,57
9651,9651,Delivered,17:48:00,245
9652,9652,Delayed,23:51:00,67
9653,9653,Delivered,09:28:00,303
9654,9654,Delivered,22:06:00,100
9655,9655,Delivered,06:16:00,67
9656,9656,Delayed,13:27:00,488
9657,9657,Delivered,11:33:00,196
9658,9658,Delivered,21:18:00,398
9659,9659,Delayed,15:02:00,429
9660,9660,Delivered,01:01:00,364
9661,9661,Delivered,13:39:00,420
9662,9662,Delivered,06:19:00,292
9663,9663,Delivered,06:58:00,56
9664,9664,Delivered,11:55:00,395
9665,9665,Delayed,10:39:00,359
9666,9666,Delivered,22:49:00,264
9667,9667,Delivered,14:38:00,201
9668,9668,Delivered,03:53:00,233
9669,9669,Delivered,07:24:00,32
9670,9670,Delivered,12:37:00,437
9671,9671,Delivered,15:59:00,250
9672,9672,Delivered,19:58:00,382
9673,9673,Delivered,01:01:00,250
9674,9674,Delivered,12:45:00,262
9675,9675,Cancelled,,473
9676,9676,Delivered,23:15:00,346
9677,9677,Delivered,18:52:00,494
9678,9678,Delivered,02:48:00,443
9679,9679,Delayed,10:26:00,425
9680,9680,Delivered,13:55:00,131
9681,9681,Delivered,21:57:00,423
9682,9682,Cancelled,,108
9683,9683,Delivered,19:01:00,23
9684,9684,Delivered,00:03:00,153
9685,9685,Delivered,03:28:00,268
9686,9686,Delivered,14:48:00,409
9687,9687,Delivered,03:21:00,141
9688,9688,Delivered,04:08:00,195
9689,9689,Delivered,00:42:00,192
9690,9690,Cancelled,,218
9691,9691,Delivered,12:13:00,92
9692,9692,Delivered,05:32:00,6
9693,9693,Delivered,16:35:00,231
9694,9694,Delivered,19:06:00,123
9695,9695,Delivered,05:16:00,344
9696,9696,Delivered,12:14:00,424
9697,9697,Delivered,17:43:00,90
9698,9698,Delayed,22:50:00,152
9699,9699,Delivered,11:34:00,229
9700,9700,Delivered,07:55:00,368
9701,9701,Cancelled,,447
9702,9702,Delivered,12:30:00,438
9703,9703,Delivered,03:06:00,281
9704,9704,Delayed,20:49:00,397
9705,9705,Delivered,16:29:00,380
9706,9706,Delivered,02:43:00,26
9707,9707,Delayed,02:25:00,436
9708,9708,Delivered,00:56:00,442
9709,9709,Delivered,11:32:00,203
9710,9710,Delivered,02:58:00,435
9711,9711,Delivered,20:35:00,30
9712,9712,Delivered,20:05:00,5
9713,9713,Delivered,23:57:00,260
9714,9714,Delivered,14:58:00,162
9715,9715,Delivered,07:57:00,434
9716,9716,Delivered,17:42:00,271
9717,9717,Delivered,16:22:00,310
9718,9718,Delayed,00:27:00,160
9719,9719,Delivered,11:48:00,26
9720,9720,Delivered,12:48:00,65
9721,9721,Delivered,05:42:00,189
9722,9722,Delivered,15:37:00,76
9723,9723,Delivered,22:03:00,263
9724,9724,Cancelled,,154
9725,9725,Cancelled,,185
9726,9726,Cancelled,,181
9727,9727,Delivered,11:10:00,275
9728,9728,Delivered,12:30:00,98
9729,9729,Delivered,21:30:00,387
9730,9730,Delivered,06:12:00,145
9731,9731,Delivered,07:09:00,376
9732,9732,Delivered,06:26:00,410
9733,9733,Delivered,03:15:00,25
9734,9734,Delivered,02:22:00,274
9735,9735,Delivered,13:20:00,354
9736,9736,Delivered,06:34:00,352
9737,9737,Delivered,13:18:00,192
9738,9738,Delivered,20:11:00,486
9739,9739,Delivered,04:04:00,476
9740,9740,Delivered,23:10:00,448
9741,9741,Cancelled,,67
9742,9742,Cancelled,,170
9743,9743,Cancelled,,250
9744,9744,Delivered,01:19:00,226
9745,9745,Delivered,05:43:00,133
9746,9746,Delivered,14:06:00,50
9747,9747,Cancelled,,199
9748,9748,Delivered,20:43:00,400
9749,9749,Delivered,05:16:00,451
9750,9750,Delivered,07:21:00,201
9751,9751,Delivered,08:45:00,268
9752,9752,Delivered,02:56:00,311
9753,9753,Delivered,18:23:00,58
9754,9754,Delivered,01:40:00,59
9755,9755,Delivered,07:01:00,359
9756,9756,Delivered,02:57:00,77
9757,9757,Cancelled,,124
9758,9758,Delivered,18:51:00,422
9759,9759,Delivered,01:14:00,298
9760,9760,Delivered,22:17:00,208
9761,9761,Delivered,03:23:00,137
9762,9762,Delayed,19:29:00,453
9763,9763,Delivered,09:11:00,42
9764,9764,Delivered,13:04:00,456
9765,9765,Delivered,06:36:00,357
9766,9766,Delivered,15:09:00,284
9767,9767,Delivered,05:59:00,471
9768,9768,Delivered,22:34:00,336
9769,9769,Delivered,04:05:00,251
9770,9770,Delivered,18:04:00,98
9771,9771,Delivered,18:14:00,446
9772,9772,Delivered,23:00:00,54
9773,9773,Delivered,08:03:00,60
9774,9774,Delivered,04:49:00,383
9775,9775,Delivered,21:39:00,88
9776,9776,Delivered,01:57:00,396
9777,9777,Delivered,13:51:00,6
9778,9778,Delayed,19:16:00,349
9779,9779,Delivered,23:26:00,31
9780,9780,Delivered,21:37:00,7
9781,9781,Delivered,19:30:00,482
9782,9782,Delivered,21:56:00,289
9783,9783,Delivered,14:29:00,248
9784,9784,Delivered,12:47:00,63
9785,9785,Delivered,01:36:00,187
9786,9786,Delivered,11:07:00,252
9787,9787,Delivered,12:27:00,150
9788,9788,Cancelled,,29
9789,9789,Delivered,07:02:00,263
9790,9790,Delivered,22:53:00,227
9791,9791,Delivered,12:58:00,282
9792,9792,Delivered,07:11:00,213
9793,9793,Delivered,12:32:00,11
9794,9794,Delivered,20:31:00,447
9795,9795,Delivered,10:50:00,50
9796,9796,Delivered,17:02:00,459
9797,9797,Delivered,17:30:00,113
9798,9798,Cancelled,,199
9799,9799,Delivered,12:41:00,251
9800,9800,Delivered,20:53:00,62
9801,9801,Delivered,18:56:00,124
9802,9802,Delivered,18:27:00,390
9803,9803,Delivered,02:17:00,473
9804,9804,Delivered,06:17:00,312
9805,9805,Delivered,20:56:00,94
9806,9806,Delivered,23:06:00,367
9807,9807,Delivered,09:33:00,332
9808,9808,Delayed,18:02:00,78
9809,9809,Delivered,17:41:00,478
9810,9810,Delivered,03:51:00,285
9811,9811,Delivered,18:37:00,345
9812,9812,Delivered,11:32:00,171
9813,9813,Delayed,13:03:00,56
9814,9814,Delayed,12:47:00,53
9815,9815,Delivered,10:59:00,228
9816,9816,Delivered,15:39:00,273
9817,9817,Delivered,12:25:00,27
9818,9818,Delivered,21:38:00,361
9819,9819,Delivered,13:53:00,37
9820,9820,Delayed,17:49:00,309
9821,9821,Delivered,22:50:00,313
9822,9822,Delivered,22:54:00,397
9823,9823,Delivered,17:27:00,417
9824,9824,Delivered,07:15:00,119
9825,9825,Delivered,07:13:00,140
9826,9826,Delivered,11:04:00,302
9827,9827,Delivered,23:34:00,157
9828,9828,Delivered,16:37:00,363
9829,9829,Delivered,11:54:00,315
9830,9830,Delivered,07:22:00,453
9831,9831,Delivered,06:56:00,31
9832,9832,Delivered,19:37:00,303
9833,9833,Delayed,20:44:00,174
9834,9834,Cancelled,,416
9835,9835,Delivered,08:07:00,477
9836,9836,Delivered,21:58:00,4
9837,9837,Delayed,16:17:00,460
9838,9838,Delivered,22:05:00,125
9839,9839,Delivered,04:32:00,376
9840,9840,Delayed,23:20:00,346
9841,9841,Delivered,00:57:00,483
9842,9842,Delivered,13:14:00,105
9843,9843,Delivered,06:43:00,121
9844,9844,Delivered,08:58:00,93
9845,9845,Delivered,01:42:00,168
9846,9846,Delayed,11:13:00,354
9847,9847,Delivered,15:16:00,324
9848,9848,Delivered,10:22:00,248
9849,9849,Delayed,07:18:00,114
9850,9850,Delivered,03:34:00,445
9851,9851,Delayed,17:06:00,164
9852,9852,Delivered,23:51:00,280
9853,9853,Delivered,02:46:00,433
9854,9854,Delivered,02:20:00,225
9855,9855,Delayed,17:41:00,22
9856,9856,Delivered,10:05:00,123
9857,9857,Delivered,20:02:00,111
9858,9858,Delivered,05:39:00,342
9859,9859,Delivered,00:03:00,431
9860,9860,Delivered,06:06:00,78
9861,9861,Delivered,09:02:00,110
9862,9862,Cancelled,,388
9863,9863,Delivered,13:06:00,135
9864,9864,Delivered,14:03:00,219
9865,9865,Delayed,14:28:00,420
9866,9866,Delivered,17:58:00,397
9867,9867,Delivered,17:43:00,212
9868,9868,Cancelled,,490
9869,9869,Delivered,20:20:00,99
9870,9870,Delivered,15:58:00,67
9871,9871,Delivered,04:36:00,92
9872,9872,Delivered,09:22:00,230
9873,9873,Delivered,05:57:00,168
9874,9874,Delivered,23:34:00,195
9875,9875,Delayed,07:16:00,413
9876,9876,Delivered,20:55:00,132
9877,9877,Delivered,17:31:00,341
9878,9878,Delivered,01:42:00,308
9879,9879,Delivered,23:07:00,418
9880,9880,Delivered,15:31:00,348
9881,9881,Cancelled,,188
9882,9882,Delivered,19:44:00,377
9883,9883,Delivered,13:50:00,303
9884,9884,Delivered,23:35:00,281
9885,9885,Delivered,01:46:00,354
9886,9886,Delivered,15:57:00,93
9887,9887,Delivered,13:32:00,404
9888,9888,Delivered,13:03:00,177
9889,9889,Delivered,21:07:00,56
9890,9890,Delayed,18:30:00,481
9891,9891,Delivered,01:50:00,136
9892,9892,Delivered,06:34:00,86
9893,9893,Delivered,05:26:00,404
9894,9894,Delivered,20:22:00,240
9895,9895,Delivered,23:12:00,143
9896,9896,Delivered,02:29:00,166
9897,9897,Cancelled,,243
9898,9898,Delivered,08:08:00,367
9899,9899,Delivered,17:15:00,497
9900,9900,Cancelled,,391
9901,9901,Delivered,23:11:00,29
9902,9902,Delivered,15:49:00,80
9903,9903,Delivered,02:53:00,179
9904,9904,Cancelled,,458
9905,9905,Delivered,04:07:00,94
9906,9906,Delivered,03:33:00,23
9907,9907,Delivered,06:13:00,161
9908,9908,Delivered,05:07:00,57
9909,9909,Delivered,04:19:00,31
9910,9910,Delivered,05:28:00,281
9911,9911,Delivered,14:22:00,237
9912,9912,Delivered,21:19:00,156
9913,9913,Delivered,04:39:00,464
9914,9914,Delayed,17:21:00,245
9915,9915,Delivered,08:03:00,187
9916,9916,Delivered,05:16:00,263
9917,9917,Delivered,00:24:00,119
9918,9918,Delayed,15:18:00,26
9919,9919,Delivered,19:38:00,485
9920,9920,Delivered,00:07:00,118
9921,9921,Delivered,19:35:00,323
9922,9922,Delivered,22:49:00,267
9923,9923,Delivered,21:43:00,288
9924,9924,Delivered,14:00:00,270
9925,9925,Cancelled,,294
9926,9926,Delayed,04:58:00,493
9927,9927,Delivered,19:25:00,474
9928,9928,Delivered,19:27:00,145
9929,9929,Delayed,18:33:00,296
9930,9930,Delivered,05:04:00,366
9931,9931,Delivered,21:37:00,489
9932,9932,Delivered,12:27:00,308
9933,9933,Delivered,07:32:00,26
9934,9934,Delivered,10:20:00,334
9935,9935,Delivered,05:08:00,321
9936,9936,Cancelled,,83
9937,9937,Delivered,10:31:00,471
9938,9938,Delivered,09:16:00,394
9939,9939,Delivered,21:49:00,160
9940,9940,Delivered,20:02:00,365
9941,9941,Delivered,08:54:00,21
9942,9942,Delivered,07:46:00,365
9943,9943,Delivered,07:21:00,419
9944,9944,Delivered,21:34:00,478
9945,9945,Delivered,02:13:00,254
9946,9946,Delivered,17:27:00,398
9947,9947,Delivered,18:49:00,455
9948,9948,Delivered,09:18:00,299
9949,9949,Cancelled,,491
9950,9950,Delayed,16:52:00,9
9951,9951,Delivered,15:49:00,384
9952,9952,Delivered,05:49:00,239
9953,9953,Delivered,13:23:00,329
9954,9954,Delivered,09:57:00,80
9955,9955,Delivered,05:53:00,482
9956,9956,Delivered,22:47:00,79
9957,9957,Delivered,22:29:00,370
9958,9958,Cancelled,,500
9959,9959,Delivered,07:34:00,284
9960,9960,Delivered,01:43:00,339
9961,9961,Delivered,05:40:00,86
9962,9962,Delivered,17:09:00,390
9963,9963,Delivered,15:34:00,405
9964,9964,Delivered,00:38:00,149
9965,9965,Delayed,12:38:00,226
9966,9966,Delivered,03:58:00,191
9967,9967,Delivered,05:45:00,300
9968,9968,Delivered,08:24:00,192
9969,9969,Delivered,03:01:00,400
9970,9970,Delivered,18:59:00,340
9971,9971,Delivered,20:34:00,131
9972,9972,Delivered,07:41:00,406
9973,9973,Delivered,21:40:00,86
9974,9974,Delivered,20:37:00,468
9975,9975,Delivered,20:15:00,400
9976,9976,Delivered,00:50:00,197
9977,9977,Cancelled,,460
9978,9978,Delivered,09:23:00,294
9979,9979,Delivered,03:31:00,160
9980,9980,Delivered,01:52:00,189
9981,9981,Delayed,08:17:00,319
9982,9982,Delivered,23:05:00,495
9983,9983,Delivered,12:40:00,403
9984,9984,Delayed,08:26:00,468
9985,9985,Delivered,07:50:00,360
9986,9986,Delivered,05:56:00,335
9987,9987,Delivered,11:54:00,308
9988,9988,Delivered,14:18:00,306
9989,9989,Delivered,16:28:00,61
9990,9990,Delivered,01:41:00,402
9991,9991,Delivered,19:38:00,491
9992,9992,Delivered,14:18:00,360
9993,9993,Cancelled,,365
9994,9994,Delivered,13:39:00,107
9995,9995,Delivered,18:42:00,317
9996,9996,Delivered,17:37:00,286
9997,9997,Delivered,05:55:00,67
9998,9998,Cancelled,,324
9999,9999,Delivered,05:32:00,436
10000,10000,Delivered,14:24:00,441
10001,10001,Delivered,07:30:00,123
10002,10002,Delivered,08:21:00,481
10003,10003,Delivered,23:43:00,53
10004,10004,Delayed,00:45:00,417
10005,10005,Delayed,21:24:00,44
10006,10006,Delivered,01:27:00,45
10007,10007,Delivered,10:05:00,383
10008,10008,Delivered,16:39:00,41
10009,10009,Delivered,18:24:00,248
10010,10010,Delayed,12:31:00,33
10011,10011,Delivered,15:16:00,22
10012,10012,Delivered,22:24:00,473
10013,10013,Delivered,19:10:00,61
10014,10014,Cancelled,,365
10015,10015,Delayed,19:22:00,169
10016,10016,Delivered,22:12:00,136
10017,10017,Delivered,03:49:00,171
10018,10018,Delivered,01:13:00,261
10019,10019,Delivered,12:43:00,452
10020,10020,Delivered,01:31:00,434
10021,10021,Delivered,22:02:00,226
10022,10022,Delivered,00:35:00,254
10023,10023,Delivered,17:31:00,65
10024,10024,Delivered,21:54:00,152
10025,10025,Delivered,15:28:00,437
10026,10026,Delivered,07:42:00,9
10027,10027,Cancelled,,104
10028,10028,Delivered,14:19:00,66
10029,10029,Delivered,06:02:00,170
10030,10030,Delivered,00:16:00,305
10031,10031,Delivered,02:54:00,454
10032,10032,Delivered,07:17:00,5
10033,10033,Delivered,12:58:00,288
10034,10034,Delivered,01:52:00,108
10035,10035,Delivered,08:12:00,48
10036,10036,Delivered,06:29:00,10
10037,10037,Delivered,10:07:00,196
10038,10038,Delivered,06:00:00,160
10039,10039,Delivered,20:43:00,252
10040,10040,Delivered,03:06:00,23
10041,10041,Delivered,20:31:00,280
10042,10042,Delivered,04:19:00,78
10043,10043,Delayed,22:23:00,236
10044,10044,Delivered,12:48:00,500
10045,10045,Delivered,16:32:00,297
10046,10046,Delivered,18:38:00,266
10047,10047,Delivered,01:56:00,138
10048,10048,Delivered,03:35:00,27
10049,10049,Delivered,11:09:00,46
10050,10050,Delivered,14:12:00,312
10051,10051,Delivered,21:36:00,457
10052,10052,Delayed,20:15:00,302
10053,10053,Delivered,06:41:00,178
10054,10054,Delivered,19:47:00,222
10055,10055,Delivered,16:41:00,175
10056,10056,Delivered,04:56:00,369
10057,10057,Delivered,14:47:00,456
10058,10058,Delivered,05:54:00,22
10059,10059,Delivered,09:52:00,338
10060,10060,Delivered,02:47:00,33
10061,10061,Delayed,14:29:00,32
10062,10062,Delivered,18:11:00,138
10063,10063,Delivered,07:32:00,360
10064,10064,Delivered,22:46:00,472
10065,10065,Delivered,22:40:00,122
10066,10066,Delivered,22:06:00,392
10067,10067,Delivered,02:51:00,17
10068,10068,Delivered,15:02:00,128
10069,10069,Delivered,01:08:00,162
10070,10070,Delivered,02:15:00,157
10071,10071,Delivered,01:00:00,151
10072,10072,Delivered,22:00:00,465
10073,10073,Delivered,03:37:00,468
10074,10074,Delivered,19:51:00,337
10075,10075,Delivered,13:51:00,142
10076,10076,Delivered,11:31:00,460
10077,10077,Cancelled,,235
10078,10078,Delivered,10:47:00,405
10079,10079,Delivered,08:46:00,253
10080,10080,Delivered,10:05:00,469
10081,10081,Delivered,22:46:00,21
10082,10082,Delivered,12:45:00,207
10083,10083,Delivered,15:17:00,61
10084,10084,Delivered,02:36:00,263
10085,10085,Delayed,06:10:00,402
10086,10086,Delivered,00:06:00,177
10087,10087,Delivered,12:23:00,94
10088,10088,Delivered,02:54:00,23
10089,10089,Delivered,01:30:00,36
10090,10090,Delivered,07:47:00,460
10091,10091,Delivered,23:23:00,427
10092,10092,Delivered,12:55:00,362
10093,10093,Delivered,22:56:00,264
10094,10094,Delivered,12:18:00,154
10095,10095,Delivered,06:22:00,481
10096,10096,Delivered,00:56:00,314
10097,10097,Delivered,19:01:00,383
10098,10098,Delivered,04:06:00,81
10099,10099,Delivered,14:04:00,263
10100,10100,Delivered,06:54:00,141
10101,10101,Delivered,02:27:00,308
10102,10102,Delayed,05:34:00,40
10103,10103,Delivered,15:01:00,325
10104,10104,Cancelled,,22
10105,10105,Delivered,23:23:00,304
10106,10106,Cancelled,,366
10107,10107,Delivered,02:40:00,356
10108,10108,Delayed,20:21:00,35
10109,10109,Delivered,13:58:00,129
10110,10110,Delivered,22:09:00,49
10111,10111,Delayed,00:42:00,49
10112,10112,Delayed,23:47:00,463
10113,10113,Delivered,09:45:00,256
10114,10114,Delivered,09:55:00,48
10115,10115,Delivered,04:32:00,454
10116,10116,Delivered,07:26:00,295
10117,10117,Delivered,07:51:00,158
10118,10118,Delivered,09:46:00,375
10119,10119,Delivered,22:22:00,397
10120,10120,Delivered,20:58:00,26
10121,10121,Delivered,04:21:00,35
10122,10122,Delivered,10:25:00,180
10123,10123,Delivered,22:04:00,426
10124,10124,Delivered,20:15:00,226
10125,10125,Delivered,01:55:00,231
10126,10126,Delivered,22:00:00,160
10127,10127,Delivered,20:18:00,427
10128,10128,Delayed,21:43:00,312
10129,10129,Delivered,11:52:00,250
10130,10130,Delivered,01:53:00,495
10131,10131,Delivered,05:57:00,456
10132,10132,Delivered,15:57:00,330
10133,10133,Delivered,15:15:00,435
10134,10134,Cancelled,,154
10135,10135,Delivered,11:58:00,280
10136,10136,Delivered,16:17:00,481
10137,10137,Delivered,19:17:00,75
10138,10138,Delivered,15:09:00,97
10139,10139,Delivered,08:54:00,258
10140,10140,Delivered,06:39:00,291
10141,10141,Delivered,09:07:00,24
10142,10142,Delivered,01:55:00,271
10143,10143,Delivered,17:55:00,102
10144,10144,Delayed,17:31:00,46
10145,10145,Delivered,06:01:00,314
10146,10146,Delivered,09:07:00,277
10147,10147,Delivered,17:25:00,134
10148,10148,Delivered,08:12:00,296
10149,10149,Delivered,23:45:00,180
10150,10150,Delayed,07:29:00,434
10151,10151,Delayed,21:03:00,332
10152,10152,Delivered,19:21:00,274
10153,10153,Delivered,00:57:00,336
10154,10154,Delivered,22:43:00,461
10155,10155,Delivered,11:56:00,117
10156,10156,Delivered,15:27:00,265
10157,10157,Delayed,06:48:00,343
10158,10158,Delivered,04:55:00,127
10159,10159,Delivered,23:34:00,218
10160,10160,Delivered,10:45:00,141
10161,10161,Delivered,02:52:00,261
10162,10162,Delivered,00:34:00,103
10163,10163,Delivered,10:12:00,454
10164,10164,Delivered,18:11:00,142
10165,10165,Cancelled,,16
10166,10166,Delivered,10:04:00,55
10167,10167,Delivered,08:30:00,183
10168,10168,Delivered,17:34:00,48
10169,10169,Delivered,17:02:00,422
10170,10170,Delivered,03:20:00,470
10171,10171,Delivered,22:21:00,188
10172,10172,Delivered,18:50:00,198
10173,10173,Delayed,13:41:00,66
10174,10174,Delivered,18:23:00,247
10175,10175,Delivered,12:59:00,138
10176,10176,Delivered,20:01:00,375
10177,10177,Delivered,05:14:00,14
10178,10178,Delivered,14:15:00,243
10179,10179,Delivered,05:15:00,449
10180,10180,Delivered,00:16:00,306
10181,10181,Delivered,05:54:00,16
10182,10182,Delivered,09:19:00,277
10183,10183,Cancelled,,73
10184,10184,Delivered,06:19:00,459
10185,10185,Delivered,18:07:00,45
10186,10186,Delivered,17:31:00,226
10187,10187,Delivered,16:28:00,129
10188,10188,Delivered,03:33:00,474
10189,10189,Delivered,21:29:00,356
10190,10190,Delivered,18:37:00,428
10191,10191,Delayed,23:38:00,233
10192,10192,Delivered,18:46:00,250
10193,10193,Delivered,08:12:00,435
10194,10194,Delivered,22:46:00,390
10195,10195,Delivered,17:02:00,123
10196,10196,Delivered,18:07:00,22
10197,10197,Delivered,03:20:00,432
10198,10198,Delayed,12:00:00,93
10199,10199,Delivered,05:40:00,64
10200,10200,Delivered,23:12:00,462
10201,10201,Delivered,18:18:00,395
10202,10202,Delivered,15:52:00,403
10203,10203,Cancelled,,329
10204,10204,Delivered,15:50:00,135
10205,10205,Cancelled,,93
10206,10206,Delivered,23:13:00,442
10207,10207,Delivered,10:41:00,309
10208,10208,Delivered,10:28:00,38
10209,10209,Delivered,09:28:00,144
10210,10210,Delivered,11:15:00,192
10211,10211,Delivered,09:12:00,170
10212,10212,Delayed,20:12:00,286
10213,10213,Delivered,08:34:00,2
10214,10214,Delivered,20:48:00,264
10215,10215,Delivered,04:53:00,59
10216,10216,Delivered,16:25:00,415
10217,10217,Delivered,21:19:00,173
10218,10218,Delivered,18:44:00,14
10219,10219,Delayed,20:03:00,348
10220,10220,Delivered,08:21:00,255
10221,10221,Delivered,01:58:00,98
10222,10222,Delayed,13:41:00,357
10223,10223,Delivered,14:34:00,66
10224,10224,Delivered,09:20:00,59
10225,10225,Delivered,04:52:00,133
10226,10226,Delivered,17:54:00,371
10227,10227,Delivered,13:07:00,95
10228,10228,Delivered,17:52:00,145
10229,10229,Delivered,11:29:00,421
10230,10230,Delivered,23:18:00,358
10231,10231,Delivered,05:32:00,67
10232,10232,Delivered,15:09:00,463
10233,10233,Delivered,08:23:00,197
10234,10234,Delivered,04:05:00,414
10235,10235,Delivered,01:46:00,369
10236,10236,Delivered,12:29:00,255
10237,10237,Delivered,09:07:00,33
10238,10238,Delivered,15:23:00,18
10239,10239,Delivered,05:43:00,379
10240,10240,Delivered,04:38:00,141
10241,10241,Delivered,20:09:00,325
10242,10242,Delivered,18:45:00,10
10243,10243,Delivered,00:04:00,379
10244,10244,Delivered,04:44:00,218
10245,10245,Delayed,08:07:00,138
10246,10246,Delivered,06:01:00,370
10247,10247,Delivered,06:06:00,204
10248,10248,Delivered,11:13:00,480
10249,10249,Delivered,14:31:00,174
10250,10250,Delivered,16:56:00,490
