order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
15916,4713,293,Veg Biryani,2024-02-05,22:21:00,Delivered,1242.92
15917,297,111,Veg Biryani,2025-05-15,14:31:00,Completed,172.24
15918,2420,294,Fried Rice,2024-08-07,18:05:00,Preparing,439.76
15919,4415,190,Dosa,2024-05-09,20:17:00,Delivered,865.29
15920,3457,46,Burger,2024-12-14,06:29:00,Delivered,1376.73
15921,2529,181,Idli,2025-04-11,09:05:00,Delivered,728.12
15922,2868,17,Dosa,2025-04-23,02:33:00,Delivered,227.55
15923,3621,115,Veg Biryani,2025-06-27,15:20:00,Completed,1291.04
15924,2939,138,Fried Rice,2024-07-27,02:48:00,Delivered,354.21
15925,3929,286,Fried Rice,2024-03-13,12:44:00,Delivered,903.41
15926,4652,194,Pizza,2024-08-24,23:15:00,Delivered,838.39
15927,3038,291,Momos,2024-12-21,22:24:00,Completed,1271.15
15928,540,33,Roll,2024-07-19,09:03:00,Completed,1497.02
15929,616,11,Salad,2025-06-23,09:08:00,Completed,390.05
15930,1755,11,Sandwich,2025-01-20,08:21:00,Cancelled,1237.88
15931,1719,179,Pizza,2024-08-13,23:05:00,Delivered,378.05
15932,4370,205,Sandwich,2024-04-29,13:16:00,Delivered,1148.29
15933,2957,19,Fried Rice,2024-03-05,03:51:00,Delivered,696.97
15934,4693,241,Paneer Butter Masala,2025-06-12,00:09:00,Delivered,1112.11
15935,1828,150,Burger,2024-03-23,18:18:00,Delivered,1235.6
15936,4386,212,Pizza,2025-03-02,23:10:00,Delivered,306.75
15937,1374,68,Paneer Butter Masala,2024-12-18,23:00:00,Delivered,1077.1
15938,92,115,Pasta,2024-03-17,05:30:00,Delivered,1414.73
15939,1454,130,Veg Biryani,2024-06-23,02:04:00,Delivered,1481.84
15940,34,145,Momos,2024-10-09,11:37:00,Delivered,750.19
15941,1278,90,Paneer Butter Masala,2025-05-18,15:51:00,Delivered,254.54
15942,4424,179,Pasta,2025-05-18,01:39:00,Delivered,1052.39
15943,1590,169,Pizza,2024-04-02,17:50:00,Delivered,288.14
15944,3833,6,Fried Rice,2024-07-30,20:14:00,Cancelled,637.68
15945,2315,145,Noodles,2024-10-08,19:55:00,Delivered,234.51
15946,89,151,Paneer Butter Masala,2024-02-29,11:07:00,Completed,378.83
15947,528,119,Pasta,2025-03-31,22:54:00,Completed,1441.95
15948,1373,14,Momos,2024-01-30,17:52:00,Delivered,287.84
15949,2450,194,Pizza,2024-12-05,01:15:00,Completed,368.16
15950,4817,204,Dosa,2024-02-11,15:04:00,Delivered,726.52
15951,465,190,Chicken Biryani,2024-06-17,21:40:00,Cancelled,364.51
15952,4693,234,Noodles,2024-11-22,18:28:00,Delivered,331.12
15953,581,153,Dosa,2025-01-27,19:04:00,Delivered,453.59
15954,4196,218,Pasta,2024-12-07,14:10:00,Delivered,811.53
15955,1642,184,Momos,2024-02-27,06:29:00,Completed,1431.59
15956,203,300,Salad,2025-06-18,23:24:00,Completed,1280.57
15957,115,37,Momos,2024-08-14,01:02:00,Preparing,986.09
15958,3740,89,Idli,2024-11-10,05:37:00,Delivered,228.32
15959,3397,280,Pizza,2025-04-16,17:34:00,Completed,829.5
15960,2347,199,Fried Rice,2024-10-19,13:01:00,Completed,613.11
15961,4990,188,Dosa,2025-05-18,11:24:00,Delivered,305.91
15962,1880,40,Thali,2024-03-07,08:56:00,Completed,1024.47
15963,1575,240,Dosa,2024-05-15,14:12:00,Delivered,201.84
15964,141,69,Noodles,2024-07-28,16:45:00,Delivered,1018.94
15965,409,12,Pasta,2024-07-06,22:16:00,Completed,605.31
15966,2248,209,Thali,2024-05-12,09:34:00,Delivered,1031.73
15967,433,126,Dosa,2025-05-19,03:38:00,Cancelled,678.27
15968,2677,239,Fried Rice,2024-04-11,09:23:00,Delivered,421.32
15969,3830,96,Momos,2024-06-24,16:24:00,Delivered,449.08
15970,3286,225,Roll,2024-05-22,09:51:00,Delivered,1148.25
15971,4902,13,Pasta,2024-05-29,01:26:00,Delivered,744.84
15972,894,64,Salad,2024-12-21,06:47:00,Completed,151.56
15973,1642,57,Pasta,2024-11-04,22:57:00,Delivered,788.1
15974,1056,220,Burger,2024-02-22,20:43:00,Completed,697.58
15975,4068,242,Dosa,2024-08-01,20:11:00,Delivered,553.94
15976,4163,88,Veg Biryani,2025-02-12,07:01:00,Delivered,624.38
15977,136,107,Sandwich,2024-07-29,16:45:00,Delivered,244.38
15978,340,246,Salad,2024-04-26,23:29:00,Delivered,1112.67
15979,120,37,Sandwich,2024-11-28,01:28:00,Delivered,1083.51
15980,3572,184,Momos,2025-04-13,01:49:00,Completed,893.93
15981,4985,163,Salad,2024-05-14,06:03:00,Delivered,1398.74
15982,267,153,Sandwich,2025-03-13,12:22:00,Completed,1411.14
15983,322,288,Salad,2025-03-31,13:11:00,Cancelled,1243.56
15984,1591,33,Roll,2024-08-18,00:05:00,Delivered,210.63
15985,3166,123,Sandwich,2024-12-16,07:35:00,Delivered,247.13
15986,2581,198,Pasta,2024-09-08,09:42:00,Completed,843.0
15987,3486,130,Momos,2024-05-08,10:36:00,Delivered,642.63
15988,3655,186,Momos,2025-01-04,04:43:00,Completed,905.15
15989,3736,247,Fried Rice,2024-09-13,05:26:00,Completed,416.71
15990,1107,148,Paneer Butter Masala,2024-05-11,13:14:00,Delivered,1368.07
15991,2546,197,Sandwich,2024-12-11,00:35:00,Completed,1083.07
15992,2683,275,Paneer Butter Masala,2025-01-22,12:11:00,Completed,973.9
15993,2017,81,Salad,2024-05-04,16:50:00,Delivered,618.74
15994,2824,144,Noodles,2025-05-12,04:53:00,Delivered,796.56
15995,1385,166,Pasta,2025-02-06,10:27:00,Delivered,786.1
15996,2768,160,Salad,2024-05-05,19:06:00,Completed,737.42
15997,155,123,Thali,2024-11-16,00:05:00,Completed,501.52
15998,3229,136,Pasta,2025-04-10,21:54:00,Delivered,532.83
15999,4457,176,Pasta,2024-08-07,02:20:00,Delivered,340.82
16000,2183,137,Idli,2025-05-06,05:51:00,Delivered,539.66
16001,3989,60,Veg Biryani,2025-06-15,03:29:00,Delivered,762.29
16002,1327,214,Sandwich,2025-06-18,11:58:00,Delivered,1250.53
16003,3941,141,Salad,2025-05-22,12:31:00,Cancelled,973.54
16004,2854,96,Noodles,2025-06-29,17:08:00,Delivered,143.76
16005,4083,109,Chicken Biryani,2024-01-23,23:34:00,Delivered,1379.03
16006,4700,213,Idli,2024-06-16,16:58:00,Completed,357.95
16007,1601,244,Roll,2024-01-28,10:17:00,Delivered,1209.93
16008,2478,2,Burger,2025-01-08,23:29:00,Delivered,922.48
16009,263,245,Momos,2024-01-07,16:39:00,Completed,858.48
16010,2088,21,Momos,2025-01-27,03:13:00,Delivered,742.9
16011,2927,155,Momos,2025-06-27,22:19:00,Delivered,781.48
16012,2870,69,Burger,2025-04-18,06:56:00,Delivered,660.42
16013,4555,130,Pasta,2024-03-19,23:15:00,Delivered,228.28
16014,2831,272,Pizza,2024-02-24,21:29:00,Delivered,385.84
16015,2149,149,Paneer Butter Masala,2024-12-26,14:34:00,Completed,436.99
16016,3922,247,Veg Biryani,2024-12-24,11:02:00,Completed,126.37
16017,1323,71,Pizza,2024-08-02,17:31:00,Completed,688.41
16018,4709,146,Idli,2025-04-13,07:51:00,Delivered,478.76
16019,2004,2,Pizza,2024-10-26,14:09:00,Delivered,1270.81
16020,3675,63,Fried Rice,2024-09-09,06:26:00,Delivered,580.45
16021,4676,228,Salad,2024-04-26,23:46:00,Completed,1482.7
16022,3510,168,Thali,2025-01-29,01:10:00,Completed,1022.79
16023,2514,170,Dosa,2025-04-18,15:47:00,Delivered,255.73
16024,1076,228,Thali,2024-11-22,03:11:00,Delivered,997.97
16025,4552,27,Paneer Butter Masala,2024-08-09,14:43:00,Completed,760.44
16026,996,46,Veg Biryani,2024-11-12,04:28:00,Preparing,1050.89
16027,3356,3,Chicken Biryani,2024-07-03,14:59:00,Completed,1019.56
16028,4878,4,Thali,2025-01-31,19:22:00,Completed,1477.64
16029,3827,6,Pizza,2025-01-08,14:37:00,Delivered,638.49
16030,827,67,Idli,2025-04-03,19:54:00,Delivered,628.26
16031,216,98,Chicken Biryani,2024-03-06,09:41:00,Delivered,450.9
16032,4818,243,Salad,2024-01-20,01:44:00,Delivered,647.72
16033,1180,276,Dosa,2024-05-05,16:01:00,Delivered,426.96
16034,4504,265,Dosa,2025-05-19,18:54:00,Delivered,143.72
16035,3669,6,Veg Biryani,2024-03-15,11:04:00,Delivered,732.36
16036,293,219,Veg Biryani,2024-10-19,11:49:00,Delivered,379.76
16037,2806,101,Sandwich,2025-06-09,04:04:00,Delivered,742.72
16038,2474,65,Dosa,2025-01-23,06:28:00,Delivered,1220.93
16039,678,215,Sandwich,2024-12-27,00:32:00,Delivered,1215.52
16040,640,293,Momos,2025-02-05,11:14:00,Completed,1465.25
16041,4021,264,Thali,2024-05-27,20:51:00,Completed,663.86
16042,3045,69,Fried Rice,2024-10-27,03:57:00,Delivered,903.82
16043,1546,147,Chicken Biryani,2024-04-20,18:54:00,Delivered,311.83
16044,3771,211,Veg Biryani,2025-04-29,11:11:00,Completed,1126.26
16045,706,141,Fried Rice,2025-05-08,04:57:00,Delivered,496.88
16046,4590,207,Idli,2025-04-28,12:15:00,Delivered,1212.78
16047,4609,260,Veg Biryani,2024-01-08,08:06:00,Delivered,393.45
16048,1994,124,Paneer Butter Masala,2025-01-15,01:43:00,Delivered,1123.77
16049,3193,236,Paneer Butter Masala,2025-02-10,17:47:00,Delivered,1272.07
16050,3243,68,Chicken Biryani,2025-04-24,10:29:00,Preparing,1237.09
16051,3703,286,Dosa,2024-05-26,14:04:00,Completed,1071.94
16052,2739,196,Dosa,2025-02-14,08:20:00,Delivered,1038.98
16053,4653,63,Dosa,2024-12-01,18:01:00,Delivered,703.32
16054,3046,299,Noodles,2025-05-19,05:47:00,Cancelled,331.25
16055,2149,106,Dosa,2025-06-08,03:44:00,Preparing,441.61
16056,4843,173,Dosa,2025-06-25,14:14:00,Delivered,806.81
16057,1401,93,Salad,2024-01-09,21:52:00,Delivered,173.62
16058,2606,47,Chicken Biryani,2025-06-14,06:18:00,Delivered,173.51
16059,4474,68,Fried Rice,2025-01-26,00:21:00,Delivered,750.1
16060,510,217,Burger,2024-06-20,06:57:00,Delivered,572.9
16061,3562,31,Noodles,2024-03-10,13:44:00,Completed,674.91
16062,3964,285,Thali,2025-06-17,19:17:00,Delivered,932.89
16063,1095,176,Dosa,2024-06-22,14:07:00,Delivered,1484.92
16064,191,153,Sandwich,2025-01-27,10:47:00,Delivered,514.96
16065,1578,198,Burger,2024-01-14,13:20:00,Delivered,1078.1
16066,3473,167,Dosa,2024-08-20,17:52:00,Delivered,1345.28
16067,1244,90,Chicken Biryani,2025-03-02,14:00:00,Delivered,1459.67
16068,3704,62,Salad,2024-07-24,11:12:00,Delivered,636.17
16069,1705,75,Chicken Biryani,2024-10-01,05:19:00,Completed,354.69
16070,3207,274,Paneer Butter Masala,2025-04-05,09:45:00,Delivered,1447.13
16071,2069,227,Paneer Butter Masala,2024-05-10,03:18:00,Delivered,569.34
16072,928,219,Burger,2024-04-30,22:24:00,Delivered,1166.17
16073,1484,42,Dosa,2025-04-16,10:33:00,Completed,523.09
16074,4333,180,Idli,2024-09-21,21:26:00,Delivered,1163.49
16075,1128,269,Salad,2024-07-09,17:09:00,Delivered,763.12
16076,1729,99,Sandwich,2024-06-09,10:23:00,Delivered,451.25
16077,4650,149,Salad,2024-09-14,21:47:00,Completed,729.45
16078,1538,169,Dosa,2024-04-03,21:52:00,Completed,775.51
16079,119,184,Paneer Butter Masala,2024-08-28,03:44:00,Completed,1382.4
16080,1888,21,Pizza,2024-09-10,04:42:00,Delivered,686.52
16081,4602,39,Idli,2024-06-19,14:07:00,Delivered,1230.86
16082,2248,100,Fried Rice,2024-07-01,09:41:00,Completed,602.27
16083,538,30,Salad,2024-05-07,01:30:00,Delivered,1246.56
16084,1446,108,Salad,2025-03-20,22:49:00,Completed,1255.84
16085,169,163,Idli,2024-01-23,05:52:00,Delivered,744.58
16086,3538,65,Noodles,2024-11-20,08:44:00,Completed,611.04
16087,1864,64,Thali,2024-04-26,06:13:00,Delivered,858.77
16088,481,229,Pasta,2024-07-03,00:05:00,Completed,937.42
16089,1008,128,Chicken Biryani,2024-11-24,18:21:00,Completed,1210.42
16090,888,224,Veg Biryani,2025-06-29,07:05:00,Delivered,1346.34
16091,4803,221,Dosa,2024-07-22,10:26:00,Delivered,586.95
16092,3450,102,Paneer Butter Masala,2024-03-12,21:13:00,Completed,350.82
16093,4360,71,Sandwich,2024-06-09,18:03:00,Delivered,504.81
16094,2157,121,Pasta,2024-02-27,13:56:00,Delivered,1492.74
16095,4086,205,Roll,2024-06-18,23:12:00,Delivered,1366.1
16096,4360,220,Paneer Butter Masala,2024-12-23,23:17:00,Cancelled,1422.7
16097,4308,126,Veg Biryani,2024-11-01,20:13:00,Delivered,155.38
16098,4543,88,Salad,2024-07-10,07:47:00,Delivered,1088.89
16099,342,49,Chicken Biryani,2024-03-05,05:01:00,Preparing,394.38
16100,2729,240,Fried Rice,2024-04-16,13:03:00,Delivered,1260.78
16101,105,20,Idli,2024-05-07,14:51:00,Delivered,969.82
16102,4621,2,Sandwich,2024-06-30,23:29:00,Delivered,1362.54
16103,435,26,Momos,2024-07-10,22:33:00,Delivered,213.17
16104,3068,266,Pasta,2024-05-15,21:26:00,Preparing,1112.23
16105,444,276,Pasta,2024-04-04,21:30:00,Delivered,813.51
16106,2966,260,Roll,2025-02-20,11:12:00,Delivered,1435.8
16107,4073,51,Thali,2025-06-13,20:53:00,Delivered,1316.07
16108,1400,293,Momos,2025-04-27,16:09:00,Completed,490.2
16109,1992,214,Pasta,2024-02-29,07:16:00,Delivered,1239.91
16110,1277,160,Momos,2024-10-17,07:36:00,Completed,364.43
16111,199,133,Fried Rice,2024-02-20,09:23:00,Delivered,691.74
16112,1127,151,Paneer Butter Masala,2025-04-16,15:52:00,Preparing,890.15
16113,531,151,Pizza,2024-10-28,20:57:00,Delivered,1437.52
16114,952,138,Idli,2024-06-19,03:11:00,Delivered,193.08
16115,2236,239,Paneer Butter Masala,2025-01-16,03:47:00,Delivered,260.86
16116,2024,265,Dosa,2024-12-11,01:35:00,Delivered,399.64
16117,2023,217,Pizza,2025-03-08,07:11:00,Delivered,1126.89
16118,2165,120,Pizza,2024-11-06,06:10:00,Delivered,838.63
16119,547,126,Roll,2025-01-10,01:00:00,Delivered,1340.56
16120,493,213,Veg Biryani,2025-04-30,02:58:00,Delivered,359.12
16121,17,27,Burger,2025-05-18,00:37:00,Completed,536.27
16122,1700,215,Pasta,2025-03-11,12:21:00,Cancelled,257.11
16123,1001,138,Burger,2024-01-04,23:19:00,Delivered,683.49
16124,3829,182,Pizza,2024-01-27,02:34:00,Delivered,235.88
16125,4849,266,Sandwich,2024-03-11,01:23:00,Completed,1230.98
16126,3834,166,Salad,2024-07-05,09:54:00,Preparing,1015.89
16127,3171,157,Roll,2025-03-20,10:53:00,Completed,1317.92
16128,43,9,Idli,2024-09-16,18:56:00,Delivered,987.5
16129,3540,50,Roll,2024-01-30,11:43:00,Completed,988.02
16130,3584,173,Burger,2025-01-31,06:49:00,Delivered,760.97
16131,3047,38,Chicken Biryani,2024-01-24,14:25:00,Delivered,1288.76
16132,2902,88,Pizza,2024-01-18,01:03:00,Completed,680.28
16133,894,257,Sandwich,2024-07-05,00:19:00,Delivered,419.91
16134,4750,252,Momos,2025-04-11,14:27:00,Delivered,355.66
16135,1208,205,Chicken Biryani,2024-07-14,18:39:00,Completed,1243.1
16136,1405,147,Roll,2024-07-31,04:56:00,Completed,756.14
16137,546,270,Dosa,2024-04-28,15:54:00,Delivered,550.76
16138,1674,293,Burger,2025-06-22,06:07:00,Delivered,1261.96
16139,4094,125,Fried Rice,2024-02-21,17:39:00,Delivered,1013.83
16140,4215,232,Pizza,2025-05-29,05:54:00,Delivered,1210.41
16141,3981,184,Momos,2025-01-10,20:18:00,Delivered,243.77
16142,1443,12,Salad,2024-02-08,07:57:00,Delivered,784.89
16143,3759,168,Fried Rice,2025-02-26,03:17:00,Delivered,1356.4
16144,189,136,Momos,2024-08-24,17:45:00,Delivered,686.97
16145,1379,50,Sandwich,2025-05-21,15:27:00,Delivered,261.25
16146,1204,88,Pasta,2025-04-30,22:34:00,Cancelled,511.73
16147,1631,219,Burger,2024-11-23,15:31:00,Delivered,689.35
16148,674,140,Sandwich,2024-08-23,01:36:00,Delivered,794.45
16149,4997,62,Salad,2025-06-19,15:05:00,Delivered,797.74
16150,2714,129,Noodles,2024-10-01,15:59:00,Completed,334.33
16151,1341,279,Sandwich,2024-07-23,12:56:00,Delivered,488.35
16152,2760,73,Noodles,2024-02-12,23:07:00,Completed,1147.72
16153,768,214,Paneer Butter Masala,2024-07-10,07:57:00,Delivered,1275.48
16154,1264,262,Roll,2024-01-26,23:47:00,Delivered,782.13
16155,3986,101,Thali,2025-01-23,18:28:00,Completed,132.26
16156,2356,181,Chicken Biryani,2024-06-05,15:30:00,Completed,207.33
16157,2287,21,Sandwich,2024-02-08,00:54:00,Delivered,130.12
16158,2503,144,Roll,2024-04-05,15:08:00,Delivered,706.18
16159,1379,40,Dosa,2025-04-26,17:58:00,Completed,426.67
16160,3815,106,Fried Rice,2024-05-03,00:10:00,Completed,572.13
16161,4404,295,Sandwich,2024-12-25,22:59:00,Delivered,499.42
16162,3550,186,Pasta,2024-10-03,05:45:00,Delivered,991.12
16163,893,37,Momos,2025-04-19,09:19:00,Delivered,1092.38
16164,33,34,Burger,2024-06-06,22:09:00,Delivered,1377.55
16165,3437,1,Salad,2025-02-11,05:55:00,Completed,159.37
16166,1559,250,Noodles,2024-10-01,18:01:00,Delivered,1065.45
16167,3246,75,Sandwich,2025-02-21,15:12:00,Delivered,489.99
16168,3798,43,Pasta,2024-02-24,07:55:00,Completed,816.15
16169,2548,217,Roll,2024-04-07,15:18:00,Completed,992.58
16170,3040,230,Idli,2024-09-28,01:30:00,Completed,756.31
16171,1404,100,Noodles,2024-03-06,21:54:00,Completed,1091.25
16172,4380,144,Pizza,2025-06-30,00:50:00,Delivered,1227.3
16173,1420,108,Dosa,2025-04-12,21:34:00,Completed,268.54
16174,3549,296,Pasta,2024-03-14,23:27:00,Completed,615.14
16175,463,166,Veg Biryani,2025-01-01,05:32:00,Delivered,581.11
16176,2481,17,Fried Rice,2024-02-07,23:35:00,Delivered,1493.59
16177,3128,207,Paneer Butter Masala,2025-03-14,05:57:00,Delivered,1208.98
16178,2884,188,Pizza,2025-01-24,15:20:00,Delivered,796.19
16179,4607,213,Veg Biryani,2024-02-03,21:10:00,Cancelled,1213.82
16180,4166,34,Idli,2025-01-02,18:19:00,Delivered,1313.96
16181,4190,72,Salad,2024-01-26,01:13:00,Completed,355.64
16182,4459,65,Chicken Biryani,2024-10-02,10:55:00,Delivered,1391.01
16183,1326,89,Roll,2024-04-14,02:42:00,Delivered,648.5
16184,2549,51,Pasta,2025-05-19,21:00:00,Completed,958.31
16185,2008,70,Burger,2024-08-28,09:35:00,Delivered,123.07
16186,3289,274,Noodles,2024-03-12,06:52:00,Delivered,1146.9
16187,3649,279,Thali,2024-06-07,19:44:00,Delivered,1061.43
16188,344,107,Dosa,2025-04-17,17:43:00,Delivered,1255.36
16189,1539,175,Pasta,2024-02-21,15:46:00,Completed,1254.61
16190,2227,176,Roll,2024-07-06,06:07:00,Delivered,1107.79
16191,1761,146,Veg Biryani,2025-05-30,21:52:00,Delivered,911.92
16192,218,7,Paneer Butter Masala,2024-05-13,12:11:00,Preparing,505.06
16193,3414,300,Momos,2024-07-14,05:11:00,Preparing,1023.7
16194,2618,222,Roll,2025-06-27,23:02:00,Delivered,328.63
16195,116,223,Salad,2024-02-07,18:09:00,Delivered,1065.27
16196,1486,58,Noodles,2024-03-23,17:02:00,Cancelled,813.63
16197,1291,111,Noodles,2024-11-10,16:41:00,Cancelled,700.18
16198,779,232,Dosa,2025-02-17,16:38:00,Completed,120.47
16199,1224,115,Thali,2025-02-05,22:12:00,Cancelled,1359.33
16200,3766,275,Burger,2024-04-17,14:07:00,Completed,169.21
16201,4866,107,Idli,2025-03-10,10:54:00,Delivered,895.69
16202,1472,39,Momos,2024-09-13,23:02:00,Delivered,868.12
16203,605,257,Dosa,2024-11-10,14:30:00,Delivered,474.74
16204,1251,257,Paneer Butter Masala,2024-05-16,08:23:00,Delivered,452.55
16205,2077,101,Paneer Butter Masala,2024-02-02,17:34:00,Cancelled,481.99
16206,849,170,Dosa,2024-11-18,20:58:00,Delivered,620.36
16207,835,101,Fried Rice,2024-03-02,04:00:00,Delivered,1381.5
16208,3771,199,Burger,2024-10-14,15:35:00,Delivered,183.49
16209,1987,54,Roll,2024-04-07,20:32:00,Delivered,1184.4
16210,2538,82,Dosa,2025-05-25,07:54:00,Delivered,801.66
16211,48,94,Noodles,2025-01-22,19:43:00,Completed,221.87
16212,2779,121,Sandwich,2024-06-30,18:33:00,Delivered,703.73
16213,1621,269,Dosa,2024-02-18,02:58:00,Completed,179.75
16214,3955,111,Fried Rice,2025-05-08,11:48:00,Completed,430.63
16215,4402,250,Fried Rice,2024-10-01,12:04:00,Delivered,292.02
16216,366,63,Momos,2024-07-05,19:04:00,Completed,1349.07
16217,2286,220,Momos,2024-09-19,08:22:00,Delivered,453.03
16218,3347,10,Thali,2024-07-15,02:00:00,Completed,1047.45
16219,1007,155,Pasta,2024-01-15,22:12:00,Delivered,491.19
16220,172,34,Idli,2025-04-30,10:12:00,Delivered,737.39
16221,1232,123,Sandwich,2024-05-24,14:44:00,Delivered,782.01
16222,202,110,Dosa,2024-07-15,11:28:00,Completed,129.54
16223,945,13,Roll,2024-11-20,10:23:00,Delivered,534.18
16224,794,271,Veg Biryani,2025-03-28,17:38:00,Completed,646.56
16225,3592,218,Veg Biryani,2024-02-17,06:27:00,Delivered,1415.61
16226,2982,127,Thali,2024-11-05,15:38:00,Completed,500.94
16227,2667,223,Burger,2025-03-19,22:38:00,Delivered,1374.33
16228,2187,283,Momos,2025-05-21,15:36:00,Delivered,1023.01
16229,1485,112,Noodles,2024-07-28,16:52:00,Completed,1208.71
16230,4506,174,Idli,2024-11-14,01:53:00,Delivered,812.37
16231,1914,234,Chicken Biryani,2024-04-23,00:42:00,Completed,518.35
16232,4487,170,Pizza,2024-05-04,06:41:00,Completed,319.02
16233,3325,270,Roll,2024-01-29,12:51:00,Completed,187.79
16234,3860,29,Veg Biryani,2024-06-10,15:47:00,Delivered,990.34
16235,4446,268,Momos,2024-09-15,16:23:00,Completed,681.36
16236,3590,19,Burger,2024-12-19,15:05:00,Delivered,841.08
16237,3007,258,Roll,2025-03-25,21:11:00,Delivered,1027.02
16238,2814,28,Roll,2025-02-01,11:44:00,Delivered,1267.68
16239,104,295,Veg Biryani,2024-02-11,19:23:00,Completed,588.37
16240,699,148,Chicken Biryani,2025-04-24,16:10:00,Delivered,1039.17
16241,4730,183,Pizza,2025-03-23,01:04:00,Completed,1117.28
16242,4482,195,Sandwich,2025-01-01,11:39:00,Delivered,1337.53
16243,2483,208,Roll,2024-02-24,15:04:00,Delivered,1378.42
16244,1424,5,Pizza,2025-03-25,23:34:00,Cancelled,1010.49
16245,1891,31,Fried Rice,2024-12-10,00:35:00,Delivered,1365.23
16246,546,35,Thali,2025-02-07,19:53:00,Delivered,384.05
16247,2910,122,Momos,2024-10-05,23:02:00,Delivered,875.95
16248,166,28,Sandwich,2025-03-25,15:01:00,Completed,1213.03
16249,147,207,Roll,2024-09-28,11:38:00,Completed,314.0
16250,2963,93,Noodles,2025-03-17,02:29:00,Cancelled,185.61
16251,4505,93,Chicken Biryani,2024-12-23,15:36:00,Delivered,1100.51
16252,1298,129,Paneer Butter Masala,2025-06-26,22:19:00,Delivered,1102.26
16253,2343,60,Sandwich,2024-05-29,13:03:00,Delivered,194.78
16254,2043,213,Momos,2024-08-19,01:12:00,Delivered,796.65
16255,4168,255,Burger,2025-01-20,01:17:00,Delivered,255.54
16256,12,80,Idli,2025-03-30,07:12:00,Delivered,494.47
16257,4278,207,Pizza,2024-11-13,19:46:00,Preparing,299.16
16258,4264,233,Burger,2025-04-30,21:24:00,Delivered,1176.86
16259,3159,143,Momos,2024-10-04,17:54:00,Delivered,546.03
16260,273,225,Noodles,2025-02-26,01:04:00,Delivered,1259.44
16261,619,266,Momos,2024-09-26,08:11:00,Completed,823.54
16262,968,25,Momos,2024-09-09,13:39:00,Completed,593.16
16263,3594,127,Paneer Butter Masala,2024-07-17,18:43:00,Delivered,1039.19
16264,2687,200,Veg Biryani,2025-06-25,05:49:00,Preparing,1489.58
16265,2934,299,Fried Rice,2024-06-17,23:50:00,Delivered,899.07
16266,1047,234,Roll,2024-10-15,13:48:00,Delivered,1093.78
16267,4628,154,Chicken Biryani,2024-07-17,17:32:00,Delivered,583.76
16268,2633,242,Paneer Butter Masala,2025-03-17,10:51:00,Delivered,1466.03
16269,3096,7,Paneer Butter Masala,2024-04-13,11:35:00,Preparing,1449.45
16270,3502,47,Dosa,2024-02-29,10:24:00,Completed,312.93
16271,301,52,Momos,2024-09-01,23:44:00,Delivered,868.45
16272,1310,45,Salad,2024-02-26,01:26:00,Delivered,193.08
16273,3186,200,Dosa,2024-12-20,09:09:00,Delivered,169.31
16274,911,257,Thali,2024-07-12,06:46:00,Delivered,374.49
16275,4077,56,Fried Rice,2024-08-06,09:18:00,Delivered,878.6
16276,904,223,Burger,2025-06-14,05:35:00,Completed,1038.46
16277,1615,288,Dosa,2025-05-29,04:05:00,Completed,1163.21
16278,4744,98,Fried Rice,2025-02-24,01:32:00,Delivered,656.41
16279,2422,130,Veg Biryani,2024-09-05,21:04:00,Delivered,1288.52
16280,4190,48,Dosa,2024-10-11,18:42:00,Delivered,313.05
16281,1237,161,Veg Biryani,2024-03-05,10:45:00,Cancelled,427.23
16282,2537,136,Fried Rice,2025-04-03,11:57:00,Delivered,551.94
16283,4865,213,Pasta,2024-04-27,12:57:00,Delivered,272.26
16284,3332,10,Burger,2025-01-14,10:42:00,Delivered,956.29
16285,600,156,Roll,2024-08-02,07:34:00,Delivered,672.0
16286,1942,43,Fried Rice,2024-10-10,03:53:00,Preparing,349.62
16287,3063,4,Thali,2024-04-19,21:05:00,Delivered,968.2
16288,3421,176,Roll,2024-06-09,09:26:00,Completed,892.53
16289,1589,104,Roll,2025-03-27,06:22:00,Delivered,1322.3
16290,1858,255,Momos,2024-02-23,09:16:00,Delivered,1318.7
16291,936,231,Paneer Butter Masala,2024-07-13,22:09:00,Completed,388.76
16292,1393,235,Paneer Butter Masala,2024-04-07,08:43:00,Delivered,255.51
16293,2268,126,Sandwich,2025-05-10,01:10:00,Delivered,1462.02
16294,1498,153,Thali,2025-01-05,06:11:00,Delivered,1011.09
16295,2073,102,Veg Biryani,2024-02-08,04:55:00,Delivered,461.77
16296,3877,99,Burger,2025-04-20,23:19:00,Delivered,244.02
16297,2761,227,Pasta,2024-03-20,16:53:00,Delivered,952.46
16298,3283,29,Thali,2024-09-22,02:45:00,Cancelled,177.96
16299,1706,93,Thali,2025-02-09,23:35:00,Completed,320.47
16300,1796,162,Pasta,2024-07-24,01:35:00,Delivered,136.74
16301,1562,198,Thali,2024-06-10,02:26:00,Delivered,189.22
16302,3824,298,Thali,2024-10-06,17:43:00,Delivered,1286.82
16303,4806,267,Noodles,2024-07-02,04:24:00,Delivered,406.6
16304,284,24,Burger,2025-02-06,23:17:00,Delivered,1203.57
16305,3390,194,Pizza,2024-08-02,12:16:00,Completed,1044.28
16306,2054,235,Momos,2024-12-18,12:07:00,Completed,755.92
16307,988,206,Fried Rice,2025-06-26,14:53:00,Completed,190.25
